5401816 7395729 48.740267 37.580775
5421208 7448190 48.921211 38.291503
5355737 7440997 48.331865 38.202697
5360160 7425546 48.370007 37.993560
5355811 7456161 48.333773 38.407195
5224346 7390760 47.143830 37.558322
